id;name;lat;lon;cat;subcat;url
26440;Cmentarz żydowski w Osiecznej;51.903123;16.677922;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/1149-osieczna/114-cmentarze/26440-cmentarz-zydowski-w-osiecznej
30717;Cmentarz żydowski w Rawiczu;51.620468;16.858907;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/562-rawicz/114-cmentarze/30717-cmentarz-zydowski-w-rawiczu-ul-podgorna-19-21
30697;Cmentarz żydowski w Rawie Ruskiej;50.232248;23.607907;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/856-rawa-ruska/114-cmentarze/30697-cmentarz-zydowski-w-rawie-ruskiej
31044;Cmentarz żydowski w Rybniku (ul. 3 Maja);50.091053;18.544786;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/68-rybnik/114-cmentarze/31044-cmentarz-zydowski-w-rybniku-ul-3-maja
195741;Cmentarz żydowski w Rybniku (ul. Rudzka);50.105406;18.538721;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/68-rybnik/114-cmentarze/195741-cmentarz-zydowski-w-rybniku-ul-rudzka
31439;Cmentarz żydowski w Sarnowie;51.62577;16.903195;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1169-sarnowa/114-cmentarze/31439-cmentarz-zydowski-w-sarnowie
32033;Cmentarz żydowski w Skidlu (wul. Haharyna);53.565109;24.279785;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1473-skidel/114-cmentarze/32033-cmentarz-zydowski-w-skidlu-wul-haharyna
32079;Cmentarz żydowski w Skoczowie (Wilamowice, ul. Ptasia 2);49.795834;18.775787;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/450-skoczow/114-cmentarze/32079-cmentarz-zydowski-w-skoczowie-wilamowice-ul-ptasia-2
35470;Cmentarz żydowski w Śmiglu (ul. Skarżyńskiego 2);52.013795;16.521021;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1386-smigiel/114-cmentarze/35470-cmentarz-zydowski-w-smiglu-ul-skarzynskiego-2
33235;Cmentarz żydowski w Sopocie;54.45106;18.54617;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/797-sopot/114-cmentarze/33235-cmentarz-zydowski-w-sopocie
34523;Cmentarz żydowski w Szamocinie;53.031007;17.130851;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/620-szamocin/114-cmentarze/34523-cmentarz-zydowski-w-szamocinie
37615;Cmentarz żydowski w Uhnowie (wuł. Rawśka);50.361960840269816;23.748919891934634;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/u/877-uhnow/114-cmentarze/37615-cmentarz-zydowski-w-uhnowie-wul-rawska
37617;Cmentarz żydowski w Uhnowie (wuł. Żukowśkych 1);50.3670236094704;23.7480381773438;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/u/877-uhnow/114-cmentarze/37617-cmentarz-zydowski-w-uhnowie-wul-zukowskych-1
37687;Cmentarz żydowski w Ustroniu (ul. Katowicka);49.726848;18.794281;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/u/452-ustron/114-cmentarze/37687-cmentarz-zydowski-w-ustroniu-ul-katowicka
38756;Cmentarz żydowski w Więcborku (Witunia);53.353484;17.471384;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/306-wiecbork/114-cmentarze/38756-cmentarz-zydowski-w-wiecborku-witunia
39274;Cmentarz żydowski w Wołpie;53.365612;24.37701;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/1424-wolpa/114-cmentarze/39274-cmentarz-zydowski-w-wolpie
39598;Cmentarz żydowski w Wyrzysku;53.160037;17.263502;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/638-wyrzysk/114-cmentarze/39598-cmentarz-zydowski-w-wyrzysku
14440;Nowy cmentarz (ul. Inkubatornaja);52.155262;25.531969;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1505-janow-poleski/114-cmentarze/14440-nowy-cmentarz-ul-inkubatornaja
13753;Nowy cmentarz żydowski;52.227563;16.36361;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/839-grodzisk-wielkopolski/114-cmentarze/13753-nowy-cmentarz-zydowski
30769;Nowy cmentarz żydowski w Rogoźnie (ul. Leśna);52.757931;16.989326;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/564-rogozno/114-cmentarze/30769-nowy-cmentarz-zydowski-w-rogoznie-ul-lesna
14445;Stary cmentarz (ul. Karola Marksa 49);52.146394;25.542634;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1505-janow-poleski/114-cmentarze/14445-stary-cmentarz-ul-karola-marksa-49
13765;Stary cmentarz żydowski;52.225302;16.363235;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/839-grodzisk-wielkopolski/114-cmentarze/13765-stary-cmentarz-zydowski
30777;Stary cmentarz żydowski w Rogoźnie;52.759464;16.985636;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/564-rogozno/114-cmentarze/30777-stary-cmentarz-zydowski-w-rogoznie
13411;Cmentarz przy ul. Lipowej;51.666167;16.56734;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/1098-gora/114-cmentarze/13411-cmentarz-przy-ul-lipowej
22384;Cmentarz w Mostach;53.423369;24.643235;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1686-mosty/114-cmentarze/22384-cmentarz-w-mostach
15229;Cmentarz żydowski;53.535933;17.52255;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/379-kamien-krajenski/114-cmentarze/15229-cmentarz-zydowski
195750;Cmentarz żydowski na Psim Polu we Wrocławiu (ul. Sycowska 3);51.14822;17.11322;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/642-wroclaw/114-cmentarze/195750-cmentarz-zydowski-na-psim-polu-we-wroclawiu-ul-sycowska-3
6743;Cmentarz żydowski (ul. Mickiewicza 106);50.38340970628831;23.992242018524163;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1191-belz/114-cmentarze/6743-cmentarz-zydowski-w-belzie-wul-mickiewycza-106
8062;Cmentarz żydowski w Bojanowie (ul. Drzymały);51.706582;16.758935;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1146-bojanowo/114-cmentarze/8062-cmentarz-zydowski-w-bojanowie-ul-drzymaly
8421;Cmentarz żydowski w Brzegu (ul. Makarskiego);50.846278;17.458316;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/55-brzeg/114-cmentarze/8421-cmentarz-zydowski-w-brzegu-ul-makarskiego
9393;Cmentarz żydowski w Chodzieży (róg ul. J. Kochanowskiego i Władysława Jagiełły);52.986064;16.918151;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1653-chodziez/114-cmentarze/9393-cmentarz-zydowski-w-chodziezy-rog-ul-j-kochanowskiego-i-wladyslawa-jagielly
10158;Cmentarz żydowski w Cieszynie (ul. Hażlaska 18);49.757351;18.630908;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/422-cieszyn/114-cmentarze/10158-cmentarz-zydowski-w-cieszynie-ul-hazlaska-18
9981;Cmentarz żydowski w Cieszynie (ul. Hażlaska 39);49.7564;18.628907;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/422-cieszyn/114-cmentarze/9981-cmentarz-zydowski-w-cieszynie-ul-hazlaska-39
11164;Cmentarz żydowski w Dereczynie;53.237869;24.91828;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1442-dereczyn/114-cmentarze/11164-cmentarz-zydowski-w-dereczynie
12930;Cmentarz żydowski w Głogówku (ul. Olszynka);50.367614;17.866772;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/75-glogowek/114-cmentarze/12930-cmentarz-zydowski-w-glogowku-ul-olszynka
13820;Cmentarz żydowski w Gródku Jagiellońskim (wuł. Zaliznyczna);49.7842922601592;23.6304322710716;cmentarz;żydowski;https://sztetl.org.pl/pl/node/13820
15272;Cmentarz żydowski w Kamionce;53.5575;24.510639;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1705-kamionka-bialorus/114-cmentarze/15272-cmentarz-zydowski-w-kamionce
15356;Cmentarz żydowski w Kartuzach (ul. Sędzickiego);54.333942;18.196793;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1179-kartuzy/114-cmentarze/15356-cmentarz-zydowski-w-kartuzach-ul-sedzickiego
15588;Cmentarz żydowski w Kędzierzynie-Koźlu (Dębowa);50.31799;18.150584;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/78-kedzierzyn-kozle/114-cmentarze/15588-cmentarz-zydowski-w-kedzierzynie-kozlu-debowa
16829;Cmentarz żydowski w Kościerzynie;54.114163;17.990112;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1274-koscierzyna/114-cmentarze/16829-cmentarz-zydowski-w-koscierzynie
17484;Cmentarz żydowski w Krapkowicach (ul. Obuwników);50.483855;17.958611;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/62-krapkowice/114-cmentarze/17484-cmentarz-zydowski-w-krapkowicach-ul-obuwnikow
19193;Cmentarz żydowski w Lesznie (al. Jana Pawła II 14);51.840282;16.584524;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/223-leszno/114-cmentarze/19193-cmentarz-zydowski-w-lesznie-al-jana-pawla-ii-14
19227;Cmentarz żydowski w Lewinie Brzeskim (ul. Powstańców Śląskich);50.752844;17.628937;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/63-lewin-brzeski/114-cmentarze/19227-cmentarz-zydowski-w-lewinie-brzeskim-ul-powstancow-slaskich
20301;Cmentarz żydowski w Łobżenicy;53.263057;17.256389;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/1280-lobzenica/114-cmentarze/20301-cmentarz-zydowski-w-lobzenicy
20912;Cmentarz żydowski w Miasteczku Krajeńskim (ul. Leśna);53.097632;16.992245;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1569-miasteczko-krajenskie/114-cmentarze/20912-cmentarz-zydowski-w-miasteczku-krajenskim-ul-lesna
22437;Cmentarz żydowski w Motolu (wul. Lienina);52.30819;25.62761;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1448-motol/114-cmentarze/22437-cmentarz-zydowski-w-motolu-wul-lienina
23691;Cmentarz żydowski w Niemodlinie (ul. Bohaterów Powstań Śląskich);50.637336;17.604192;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/83-niemodlin/114-cmentarze/23691-cmentarz-zydowski-w-niemodlinie-ul-bohaterow-powstan-slaskich
24916;Cmentarz żydowski w Obrzycku (ul. Stawna);52.703968;16.530111;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/542-obrzycko/114-cmentarze/24916-cmentarz-zydowski-w-obrzycku-ul-stawna
25993;Cmentarz żydowski w Oławie (ul. Cicha 27);50.930056;17.295222;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/210-olawa/114-cmentarze/25993-cmentarz-zydowski-w-olawie-ul-cicha-27
28162;Cmentarz żydowski w Pniewach;52.4972222;16.2538888888889;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/549-pniewy/114-cmentarze/28162-cmentarz-zydowski-w-pniewach
30220;Cmentarz żydowski w Raciborzu (ul. Fojcika);50.098692;18.202199;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/88-raciborz/114-cmentarze/30220-cmentarz-zydowski-w-raciborzu-ul-fojcika
31076;Cmentarz żydowski w Ryczywole (ul. Działkowa);52.813813;16.830111;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/565-ryczywol-woj-wielkopolskie/114-cmentarze/31076-cmentarz-zydowski-w-ryczywole-ul-dzialkowa
31084;Cmentarz żydowski w Rydzynie;51.789785;16.647141;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/1168-rydzyna/114-cmentarze/31084-cmentarz-zydowski-w-rydzynie
31348;Cmentarz żydowski w Samborze (wuł. Żylina);49.511519;23.193725;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1161-sambor/114-cmentarze/31348-cmentarz-zydowski-w-samborze-wul-zylina
31597;Cmentarz żydowski w Sępólnie Krajeńskim (ul. Jeziorna);53.454685;17.523794;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/361-sepolno-krajenskie/114-cmentarze/31597-cmentarz-zydowski-w-sepolnie-krajenskim-ul-jeziorna
32102;Cmentarz żydowski w Skorogoszczy (ul. Leśna);50.754035;17.686562;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/89-skorogoszcz/114-cmentarze/32102-cmentarz-zydowski-w-skorogoszczy-ul-lesna
32741;Cmentarz żydowski w Sokalu (wuł. Szewczenka);50.487016;24.29016;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/966-sokal/114-cmentarze/32741-cmentarz-zydowski-w-sokalu-wul-szewczenka
33824;Cmentarz żydowski w Starym Samborze;49.425225;22.992271;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/906-stary-sambor/114-cmentarze/33824-cmentarz-zydowski-w-starym-samborze
34539;Cmentarz żydowski w Szamotułach (ul. Szczuczyńska 3);52.617722;16.576194;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1292-szamotuly/114-cmentarze/34539-cmentarz-zydowski-w-szamotulach-ul-szczuczynska-3
139242;Cmentarz żydowski w Telszach;55.989178;22.25073;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1420-telsze/114-cmentarze/139242-cmentarz-zydowski-w-telszach
37383;Cmentarz żydowski w Trzebnicy (ul. Obornicka);51.304151;17.038862;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1294-trzebnica/114-cmentarze/37383-cmentarz-zydowski-w-trzebnicy-ul-obornicka
39016;Cmentarz żydowski w Wodzisławiu Śląskim (ul. Ofiar Oświęcimskich);49.997615;18.463634;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/453-wodzislaw-slaski/114-cmentarze/39016-cmentarz-zydowski-w-wodzislawiu-slaskim-ul-ofiar-oswiecimskich
39158;Cmentarz żydowski w Wolsztynie;52.114623;16.125784;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/636-wolsztyn/114-cmentarze/39158-cmentarz-zydowski-w-wolsztynie
40390;Cmentarz żydowski w Zelwie;53.149807;24.816055;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/1508-zelwa/114-cmentarze/40390-cmentarz-zydowski-w-zelwie
41046;Cmentarz żydowski w Żmigrodzie;51.464275;16.913452;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/998-zmigrod/114-cmentarze/41046-cmentarz-zydowski-w-zmigrodzie
9421;Nowy cmentarz żydowski w Chojnicach(ul. Kilińskiego);53.700734;17.564055;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/470-chojnice/114-cmentarze/9421-cmentarz-zydowski-w-chojnicach-ul-kilinskiego
8380;Średniowieczny cmentarz żydowski w Brzegu?;50.860911;17.467833;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/55-brzeg/114-cmentarze/8380-sredniowieczny-cmentarz-zydowski-w-brzegu
9410;Stary cmentarz żydowski w Chojnicach (ul. Mickiewicza);53.700754;17.562562;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/470-chojnice/114-cmentarze/9410-cmentarz-zydowski-w-chojnicach-ul-mickiewicza-41
39279;Cmentarz żydowski we Wrocławiu (średniowieczny);51.108431;17.036362;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/642-wroclaw/114-cmentarze/39279-cmentarz-zydowski-we-wroclawiu-sredniowieczny
24142;Cmentarz przy drodze do Skiełdycz;53.81269;24.564228;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1580-nowy-dwor-bialorus/114-cmentarze/24142-cmentarz-przy-drodze-do-skieldycz
26693;Cmentarz przy ul. 8 Marta;53.739931;24.53393;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/1514-ostryna/114-cmentarze/26693-cmentarz-przy-ul-8-marta
27844;Cmentarz przy ul. Puszkina;52.120605;26.115704;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1214-pinsk/114-cmentarze/27844-cmentarz-zydowski-w-pinsku-wul-puszkina
27806;Cmentarz przy ul. Spokojnej;52.126322;26.089568;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1214-pinsk/114-cmentarze/27806-cmentarz-przy-ul-spokojnej
17122;Cmentarz (ul. Ogrodowa);53.294322;16.997947;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1276-krajenka/114-cmentarze/17122-cmentarz-ul-ogrodowa
27827;Cmentarz w Pińsku przy ul. Maszkowskiego;52.116468;26.106906;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1214-pinsk/114-cmentarze/27827-cmentarz-w-pinsku-przy-ul-maszkowskiego
34926;Cmentarz w Szczuczynie (w pobliżu ul. Akademiczeskiej);53.59779;24.755191;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1704-szczuczyn-bialorus/114-cmentarze/34926-cmentarz-w-szczuczynie-w-poblizu-ul-akademiczeskiej
6860;Cmentarz żydowski w Białej (ul. Parkowa);50.381125;17.652819;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/73-biala/114-cmentarze/6860-cmentarz-zydowski-w-bialej-ul-parkowa
8967;Cmentarz żydowski w Byteniu;52.870594;25.503387;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1507-byten/114-cmentarze/8967-cmentarz-zydowski-w-byteniu
10874;Cmentarz żydowski w Człuchowie (ul. Szkolna);53.669066;17.362905;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1270-czluchow/114-cmentarze/10874-cmentarz-zydowski-w-czluchowie-ul-szkolna
192864;Cmentarz żydowski w Debrznie (ul. Mokotowska 2);53.538428;17.242699;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1271-debrzno/114-cmentarze/192864-cmentarz-zydowski-w-debrznie-ul-mokotowska-2
11153;Cmentarz żydowski w Debrznie-Wsi;53.532947;17.233486;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/487-debrzno-wies/114-cmentarze/11153-cmentarz-zydowski-w-debrznie-wsi
39532;Cmentarz żydowski we Wrocławiu (ul. Gwarna 13/17);51.1005;17.037944;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/642-wroclaw/114-cmentarze/39532-cmentarz-zydowski-we-wroclawiu-ul-gwarna-1317
39302;Cmentarz żydowski we Wrocławiu (ul. Lotnicza 19);51.133306;16.966139;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/642-wroclaw/114-cmentarze/39302-cmentarz-zydowski-we-wroclawiu-ul-lotnicza-19
191951;Cmentarz żydowski we Wrocławiu (ul. Ślężna 37/39);51.086778;17.025194;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/642-wroclaw/114-cmentarze/191951-cmentarz-zydowski-we-wroclawiu-ul-slezna-3739
39572;Cmentarz żydowski we Wschowie (ul. 17. Pułku Ułanów);51.811599;16.323258;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/637-wschowa/114-cmentarze/39572-cmentarz-zydowski-we-wschowie-ul-17-pulku-ulanow
13042;Cmentarz żydowski w Głubczycach (ul. Sobieskiego);50.204809;17.82394;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/57-glubczyce/114-cmentarze/13042-cmentarz-zydowski-w-glubczycach-ul-sobieskiego
13008;Cmentarz żydowski w Głubczycach (ul. Wrocławska 9);50.210072;17.823358;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/57-glubczyce/114-cmentarze/13008-cmentarz-zydowski-w-glubczycach-ul-wroclawska-9
13583;Cmentarz żydowski w Grodkowie (ul. Krakowska);50.688417;17.395303;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/59-grodkow/114-cmentarze/13583-cmentarz-zydowski-w-grodkowie-ul-krakowska
16015;Cmentarz żydowski w Kietrzu (ul. Okopowa);50.079044;18.005872;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/61-kietrz/114-cmentarze/16015-cmentarz-zydowski-w-kietrzu-ul-okopowa
20310;Cmentarz żydowski w Łohiszynie (ul. Tomiłowa);52.337221;26.004311;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/1462-lohiszyn/114-cmentarze/20310-cmentarz-zydowski-w-lohiszynie-ul-tomilowa
29871;Cmentarz żydowski w Pucku (ul. Lipowa);54.720624;18.417345;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/557-puck/114-cmentarze/29871-cmentarz-zydowski-w-pucku-ul-lipowa
36762;Cmentarz żydowski w Telechanach;52.521588;25.830156;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1519-telechany/114-cmentarze/36762-cmentarz-zydowski-w-telechanach
38826;Cmentarz żydowski w Wińsku (ul. Piłsudskiego);51.474821;16.600996;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/1388-winsko/114-cmentarze/38826-cmentarz-zydowski-w-winsku-ul-pilsudskiego
40306;Cmentarz żydowski w Zbąszyniu (pl. Reymonta);52.255852;15.923685;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/779-zbaszyn/114-cmentarze/40306-cmentarz-zydowski-w-zbaszyniu-ul-orzeszkowej
40587;Cmentarz żydowski w Złotowie (ul. Jerozolimska);53.367691;17.034752;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/787-zlotow/114-cmentarze/40587-cmentarz-zydowski-w-zlotowie-ul-jerozolimska
41220;Cmentarz żydowski w Żółkwi;50.059806;23.967556;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/859-zolkiew/114-cmentarze/41220-cmentarz-zydowski-w-zolkwi
10252;Nowy cmentarz żydowski w Czarnkowie (ul. Poznańska);52.900639;16.577179;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1455-czarnkow/114-cmentarze/10252-cmentarz-zydowski-w-czarnkowie-ul-poznanska
10248;Stary cmentarz żydowski w Czarnkowie;52.906573;16.567383;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1455-czarnkow/114-cmentarze/10248-cmentarz-zydowski-w-czarnkowie-ul-podgorna
25498;Cmentarz przy dawnej ul. Smėlio;54.398818;24.04389;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/1414-olita/114-cmentarze/25498-cmentarz-przy-dawnej-ul-smelio
28375;Cmentarz przy drodze do Bohdanówki;52.367661;26.347489;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1002-pohost-zahorodzki/114-cmentarze/28375-cmentarz-przy-drodze-do-bohdanowki
32520;Cmentarz przy ul. Brestskiej;53.087523;25.308013;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1397-slonim/114-cmentarze/32520-cmentarz-przy-ul-brestskiej
32505;Cmentarz przy ul. Gorkiego;53.096448;25.330224;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1397-slonim/114-cmentarze/32505-cmentarz-przy-ul-gorkiego
25502;Cmentarz przy ul. Medžiotojų;54.408791;24.071238;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/1414-olita/114-cmentarze/25502-cmentarz-przy-ul-medziotoju
32527;Cmentarz przy ul. Szkolnej;53.093592;25.316647;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1397-slonim/114-cmentarze/32527-cmentarz-przy-ul-szkolnej
16924;Cmentarz żydowski na Wiliampolu w Kownie;54.913823;23.85282;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1479-kowno/114-cmentarze/16924-cmentarz-zydowski-na-wiliampolu-w-kownie
30910;Cmentarz żydowski pobliżu obecnych ul. Vytauto Didžiojo ir Grybo;55.385888;23.122787;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/1601-rossienie/114-cmentarze/30910-cmentarz-zydowski-poblizu-obecnych-ul-vytauto-didziojo-ir-grybo
27752;Cmentarz żydowski (róg ul. Konopnickiej i pl. Domańskiego);53.147903;16.743658;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/605-pila/114-cmentarze/27752-cmentarz-zydowski-w-pile-pl-domanskiego
6552;Cmentarz żydowski w Babimoście (ul. Konstytucji 3 Maja);52.166799;15.829861;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/439-babimost/114-cmentarze/6552-cmentarz-zydowski-w-babimoscie-ul-konstytucji-3-maja
8190;Cmentarz żydowski w Borysławiu (wuł. Drohobyćka 10);49.293081;23.420502;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/884-boryslaw/114-cmentarze/8190-cmentarz-zydowski-w-boryslawiu-wul-drohobycka-10
8370;Cmentarz żydowski w Brójcach;52.323786;15.678735;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/387-brojce/114-cmentarze/8370-cmentarz-zydowski-w-brojcach
8498;Cmentarz żydowski w Brzegu Dolnym (Park Miejski);51.264886;16.720292;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/647-brzeg-dolny/114-cmentarze/8498-cmentarz-zydowski-w-brzegu-dolnym-park-miejski
9187;Cmentarz żydowski w Bytowie (ul. Derdowskiego);54.165856;17.488272;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/258-bytow/114-cmentarze/9187-cmentarz-zydowski-w-bytowie-ul-derdowskiego
10245;Cmentarz żydowski w Czarnem (ul. Lipowa);53.683695;16.938601;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1174-czarne/114-cmentarze/10245-cmentarz-zydowski-w-czarnem-ul-lipowa
38289;Cmentarz żydowski we Wieleniu (ul. Jaryńska);52.888631;16.162193;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/634-wielen/114-cmentarze/38289-cmentarz-zydowski-we-wieleniu-ul-jarynska
12873;Cmentarz żydowski w Głogowie (ul. Nadbrzeżna);51.668598;16.087209;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/750-glogow/114-cmentarze/12873-cmentarz-zydowski-w-glogowie-ul-nadbrzezna
12861;Cmentarz żydowski w Głogowie (ul. Sienkiewicza);51.659112;16.0869;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/750-glogow/114-cmentarze/12861-cmentarz-zydowski-w-glogowie-ul-sienkiewicza
14520;Cmentarz żydowski w Jastrowiu (ul. Kilińszczaków);53.423216;16.808803;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1272-jastrowie/114-cmentarze/14520-cmentarz-zydowski-w-jastrowiu-ul-kilinszczakow
15344;Cmentarz żydowski w Kargowej;52.078866;15.894016;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/506-kargowa/114-cmentarze/15344-cmentarz-zydowski-w-kargowej-stary-jaromierz
